,0__sum_values,0__median,0__mean,0__length,0__standard_deviation,0__variance,0__maximum,0__minimum,Experiment Number,Unnamed: 1,Energy Management,Interval,Environment,Test Duration
0,117.714,6.915,6.924352941,17,3.365695277,11.3279047,13.843,3.43,57,Extra Capacitor,CySysLvdDisable,4 second,Office - Min light,10 mins
1,31.148,6.9375,7.787,4,4.50646885,20.3082615,13.855,3.418,57,Extra Capacitor,CySysLvdDisable,4 second,Office - Min light,10 mins
2,106.584,1.372,5.609684211,19,6.863395163,47.10619316,19.368,0.633,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
3,121.839,1.363,5.801857143,21,6.656378883,44.30737984,16.667,0.62,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
4,119.685,1.021,5.98425,20,7.046523149,49.65348849,17.306,0.643,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
5,121.04,1.373,5.763809524,21,6.690075219,44.75710644,17.958,0.662,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
6,121.664,1.334,4.86656,25,6.183340962,38.23370545,15.903,0.679,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
7,85.72,1.3225,5.3575,16,6.396212532,40.91153475,15.273,0.657,43,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light ON,10 mins
8,113.594,6.8775,28.3985,4,37.29423712,1390.860122,92.994,6.845,42,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 second,Office - Min Light,10 mins
9,122.334,13.784,40.778,3,43.15149616,1862.051621,101.673,6.877,42,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 second,Office - Min Light,10 mins
10,123.625,13.803,41.20833333,3,43.67855756,1907.81639,102.853,6.969,42,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 second,Office - Min Light,10 mins
11,120.141,6.93,30.03525,4,40.07144984,1605.721092,99.441,6.84,42,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 second,Office - Min Light,10 mins
12,114.103,57.0515,57.0515,2,50.0915,2509.158372,107.143,6.96,42,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 second,Office - Min Light,10 mins
13,119.327,3.517,10.84790909,11,12.65868144,160.2422157,42.139,3.493,56,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
14,84.601,3.514,7.691,11,9.06891099,82.24514655,35.498,3.496,56,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
15,134.451,6.986,12.22281818,11,13.87990182,192.6516745,42.772,3.504,56,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
16,134.41,5.2605,9.600714286,14,10.92165461,119.2825393,39.158,3.488,56,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
17,106.21,8.757,17.70166667,6,15.78865718,249.2816956,46.105,3.512,56,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
18,103.106,13.7495,12.88825,8,5.366612636,28.80053119,20.63,6.852,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
19,130.646,6.893,11.87690909,11,6.619229335,43.81419699,20.663,6.843,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
20,123.867,6.894,9.528230769,13,4.316339014,18.63078249,20.715,6.815,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
21,117.008,6.893,13.00088889,9,7.585232575,57.53575321,27.552,6.858,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
22,123.952,13.769,13.77244444,9,5.605863242,31.42570269,27.502,6.891,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
23,110.158,6.98,12.23977778,9,6.297043094,39.65275173,20.666,6.8,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
24,130.889,13.76,13.0889,10,5.750190961,33.06469609,20.757,6.806,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
25,117.129,6.901,10.64809091,11,6.816843677,46.46935772,27.616,6.857,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
26,89.566,13.775,12.79514286,7,5.733409144,32.87198041,20.678,6.88,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
27,151.623,13.731,16.847,9,11.79869634,139.2092353,41.496,6.862,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
28,117.124,6.914,9.009538462,13,3.193336057,10.19739517,13.848,6.821,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
29,110.176,6.905,12.24177778,9,7.093374855,50.31596684,27.509,6.841,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
30,61.993,6.962,12.3986,5,8.032893715,64.52738144,27.546,6.816,40,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light ON,10 mins
31,113.719,3.483,6.689352941,17,4.33830913,18.82092611,17.232,3.423,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
32,114.121,3.479,6.006368421,19,3.144434385,9.887467601,13.819,3.44,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
33,131.619,3.477,6.58095,20,4.503313008,20.27982805,20.777,3.445,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
34,117.798,3.473,4.90825,24,2.218750667,4.922854521,10.412,3.427,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
35,117.86,3.4875,6.547777778,18,4.754671195,22.60689817,20.819,3.433,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
36,124.806,3.479,6.568736842,19,4.044555546,16.35842956,17.336,3.435,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
37,83.249,3.4865,5.946357143,14,3.320979795,11.0289068,13.867,3.461,55,Extra Capacitor,CySysLvdDisable,4 seconds,Office - light ON,10 mins
38,111.999,10.48,18.6665,6,17.50776517,306.5218413,56.118,6.934,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
39,125.904,10.4905,12.5904,10,6.855502858,46.99791944,27.969,6.968,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
40,118.913,10.493,11.8913,10,6.290903227,39.57546341,27.97,6.966,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
41,118.92,7.0395,9.91,12,4.457668729,19.8708105,20.93,6.949,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
42,111.769,20.929,15.967,7,8.08749949,65.407648,27.892,6.994,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
43,76.893,6.994,10.98471429,7,5.108597759,26.09777106,20.958,6.928,41,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,7 seconds,Office - light OFF,10 mins
44,99.003,0.7345,8.25025,12,12.93970798,167.4360425,31.721,0.639,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
45,127.415,1.422,14.15722222,9,14.90119199,222.0455226,32.89,0.64,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
46,130.076,31.384,18.58228571,7,15.13028372,228.9254853,32.216,0.654,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
47,96.049,0.7,13.72128571,7,15.06039674,226.8155499,31.627,0.675,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
48,129.501,16.122,16.187625,8,14.97396598,224.2196572,31.495,0.695,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
49,128.579,1.719,12.8579,10,14.47262369,209.4568365,32.097,0.655,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
50,32.294,1.425,10.76466667,3,13.71124605,187.9982682,30.151,0.718,44,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,1 second,Office - light OFF,10 mins
51,108.8,1.373,3.885714286,28,5.044919431,25.45121206,16.243,0.672,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
52,123.737,2.084,5.379869565,23,5.637330407,31.77949411,16.234,0.678,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
53,124.519,1.3945,5.659954545,22,6.19931836,38.43154813,16.954,0.674,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
54,111.782,1.0575,4.299307692,26,5.118126699,26.19522091,14.872,0.684,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
55,125.263,0.72,4.319413793,29,5.496681874,30.21351162,15.595,0.672,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
56,124.524,1.384,4.612,27,5.390591303,29.05847459,13.502,0.689,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
57,120.275,1.391,4.811,25,5.449651372,29.69870008,16.25,0.678,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
58,79.141,0.705,5.276066667,15,5.999730166,35.99676206,16.252,0.674,52,Extra Capacitor,CySysLvdDisable,1 second,Office - light ON,10 mins
59,113.647,3.478,5.411761905,21,2.728999606,7.447438848,13.777,3.356,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
60,120.554,6.876,7.091411765,17,4.350099242,18.92336342,17.296,3.383,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
61,124.031,6.8725,6.20155,20,3.004218941,9.025331448,13.771,3.381,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
62,120.632,5.1985,7.5395,16,5.069776511,25.70263388,20.706,3.374,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
63,120.6,5.166,6.7,18,3.739605282,13.98464767,13.875,3.357,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
64,117.22,3.5,5.861,20,3.113838467,9.69599,13.847,3.377,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
65,117.159,3.4515,4.881625,24,2.815891523,7.929245068,13.833,3.352,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
66,48.259,6.891,6.032375,8,2.277030903,5.184869734,10.323,3.431,46,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light ON,10 mins
67,117.696,3.5095,6.538666667,18,4.902994618,24.03935622,23.632,3.448,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
68,117.706,6.966,7.356625,16,5.183821887,26.87200936,23.528,3.39,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
69,120.988,3.548,7.116941176,17,5.71026934,32.60717594,26.903,3.461,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
70,114.371,6.9635,8.169357143,14,6.123374299,37.4957128,27.254,3.401,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
71,121.426,3.488,6.390842105,19,7.643230464,58.41897192,37.723,3.426,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
72,110.916,6.9935,9.243,12,6.432756822,41.38036033,23.733,3.493,47,Extra Capacitor,CY_LVD_THRESHOLD_2_50_V,4 seconds,Office - light OFF,10 mins
73,116.23,1.4045,11.623,10,12.95583871,167.8537566,28.622,0.7,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
74,114.817,1.7515,11.4817,10,12.64529568,159.9035028,28.002,0.699,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
75,115.046,1.408,12.78288889,9,13.20030592,174.2480763,28.075,0.705,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
76,114.715,0.712,12.74611111,9,13.4797228,181.7029268,28.934,0.69,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
77,116.332,1.386,10.57563636,11,12.80738648,164.0291484,28.244,0.679,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
78,57.549,14.0365,14.38725,4,13.36808753,178.7057642,28.799,0.677,53,Extra Capacitor,CySysLvdDisable,1 second,Office - light OFF,10 mins
79,80.385,0.721,3.2154,25,4.417031175,19.5101644,13.219,0.65,34,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,1 second,Office - light ON,10 mins
80,116.351,6.851,7.756733333,15,2.324099065,5.401436462,13.687,6.823,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
81,116.658,6.865,8.332714286,14,2.814639851,7.92219749,13.728,6.857,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
82,123.664,6.871,8.244266667,15,2.747034655,7.546199396,13.745,6.867,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
83,116.863,6.875,8.989461538,13,3.173192535,10.06915086,13.751,6.872,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
84,123.772,6.876,7.73575,16,2.275063337,5.175913188,13.756,6.872,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
85,20.633,6.878,6.877666667,3,0.000471405,2.22E-07,6.878,6.877,23,,CySysLvdDisable,7 seconds,Office - light ON,10 mins
86,106.705,5.2315,7.621785714,14,4.842543416,23.45022674,17.15,3.475,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
87,124.16,3.4955,5.643636364,22,3.612553901,13.05054569,13.721,3.488,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
88,124.261,6.997,7.309470588,17,4.176685656,17.44470307,13.71,3.499,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
89,124.202,3.506,5.645545455,22,3.292812762,10.84261588,13.692,3.498,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
90,117.315,3.508,6.900882353,17,4.814488304,23.17929763,17.232,3.502,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
91,120.918,7.012,7.112823529,17,3.940011395,15.52368979,13.726,3.503,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
92,107.147,3.513,6.6966875,16,3.885169458,15.09454171,13.712,3.504,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
93,127.762,3.5085,7.097888889,18,5.393361391,29.0883471,17.205,3.504,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
94,124.315,3.512,6.906388889,18,4.959033319,24.59201146,20.721,3.505,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
95,120.938,3.5115,6.0469,20,4.144341925,17.17556999,17.229,3.502,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
96,120.915,3.51,5.757857143,21,3.343754523,11.18069431,13.71,3.505,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
97,114.081,3.509,6.004263158,19,4.388706533,19.26074504,17.197,3.503,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
98,41.398,3.51,5.914,7,2.944907226,8.672478571,10.182,3.505,22,,CySysLvdDisable,4 seconds,Office - light OFF,10 mins
99,105.398,0.719,6.587375,16,8.46890809,71.72240423,19.892,0.679,35,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,1 second,Office - light OFF,10 mins
100,124.465,0.721,7.321470588,17,10.79918696,116.622439,38.503,0.682,35,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,1 second,Office - light OFF,10 mins
101,122.742,1.3955,7.671375,16,8.572176539,73.48221061,19.192,0.676,35,Extra Capacitor,CY_LVD_THRESHOLD_2_00_V,1 second,Office - light OFF,10 mins
102,118.927,6.61,8.494785714,14,3.888194847,15.11805917,19.809,6.598,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
103,112.429,6.613,7.495266667,15,2.248566283,5.056050329,13.229,6.608,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
104,125.698,6.618,8.379866667,15,2.924291159,8.551478782,13.237,6.61,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
105,119.087,6.617,7.939133333,15,2.646267254,7.002730382,13.232,6.612,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
106,119.087,6.616,7.005117647,17,1.556979424,2.424184927,13.233,6.605,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
107,119.154,6.62,7.9436,15,2.646537658,7.004161573,13.24,6.613,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
108,119.345,6.633,8.524642857,14,2.993956546,8.963775801,13.262,6.625,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
109,26.487,6.621,6.62175,4,0.005402546,2.92E-05,6.63,6.615,1,,CY_LVD_THRESHOLD_1_75_V,1 second,Office - light ON,10 mins
110,117.376,3.452,3.912533333,30,1.473725522,2.171866916,10.36,3.449,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
111,120.812,3.452,3.775375,32,1.006168467,1.012374984,6.905,3.445,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
112,120.828,3.4515,4.315285714,28,2.376002568,5.645388204,13.812,3.444,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
113,120.82,3.453,4.166206897,29,1.66598643,2.775510785,10.351,3.446,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
114,117.372,3.454,4.047310345,29,1.303716838,1.699677593,6.906,3.444,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
115,120.815,3.452,4.166034483,29,1.666844417,2.778370309,10.359,3.446,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
116,120.807,3.4525,3.77521875,32,1.32463433,1.754656108,10.351,3.447,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
117,120.783,3.451,3.77446875,32,1.325956588,1.758160874,10.359,3.446,3,,CY_LVD_THRESHOLD_1_75_V,4 seconds,Office - light ON,10 mins
